num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
70.0,99.0,287.0,44.0,10000.0,27663982.0,26051,10469,2.0,164.0,40000000.0,1996.0,368.0,4.4,2.35,0
107.0,104.0,0.0,327.0,964.0,27053815.0,12856,2888,0.0,291.0,40000000.0,2001.0,931.0,4.7,2.35,299
169.0,115.0,56.0,19000.0,20000.0,26814957.0,84357,77823,3.0,252.0,35000000.0,2008.0,19000.0,6.7,1.85,0
94.0,119.0,7.0,903.0,18000.0,25178165.0,70292,29484,1.0,274.0,40000000.0,2001.0,9000.0,6.7,1.85,8000
190.0,99.0,81.0,135.0,327.0,25117498.0,37412,960,0.0,178.0,40000000.0,2007.0,253.0,5.7,2.35,0
112.0,112.0,17000.0,354.0,22000.0,32645.0,67797,23737,0.0,223.0,500000.0,1973.0,926.0,7.4,1.85,0
12.0,128.0,545.0,353.0,783.0,24332324.0,13830,3126,1.0,61.0,40000000.0,1994.0,754.0,6.1,1.85,680
201.0,112.0,118.0,674.0,877.0,36665854.0,76498,3432,0.0,203.0,40000000.0,2011.0,738.0,6.4,2.35,15000
34.0,86.0,7.0,795.0,10000.0,22717758.0,11156,14275,0.0,67.0,40000000.0,1998.0,908.0,6.2,1.85,0
104.0,108.0,105.0,616.0,22000.0,22433915.0,21319,34377,1.0,166.0,60000000.0,2002.0,11000.0,6.2,2.35,416
55.0,128.0,34.0,685.0,978.0,22326247.0,11232,3821,1.0,106.0,60000000.0,1999.0,886.0,5.9,1.85,0
86.0,84.0,33.0,1000.0,1000.0,21176322.0,23747,5039,0.0,207.0,40000000.0,2004.0,1000.0,4.0,2.35,0
50.0,111.0,17.0,889.0,14000.0,20300000.0,16741,17877,2.0,60.0,40000000.0,1996.0,940.0,6.2,1.85,309
181.0,131.0,719.0,683.0,16000.0,20302961.0,49874,18913,0.0,450.0,45000000.0,1995.0,893.0,4.6,2.35,0
260.0,123.0,0.0,826.0,4000.0,15962471.0,79892,7243,1.0,619.0,40000000.0,2006.0,887.0,6.4,1.85,0
40.0,101.0,58.0,497.0,12000.0,14942422.0,14226,14008,3.0,60.0,40000000.0,1995.0,975.0,5.9,1.85,555
102.0,102.0,19.0,351.0,13000.0,14967182.0,27305,14463,1.0,284.0,40000000.0,2000.0,530.0,5.1,2.35,604
371.0,114.0,171.0,284.0,6000.0,18996755.0,145270,7099,0.0,322.0,45000000.0,2012.0,382.0,7.6,2.35,54000
49.0,107.0,124.0,572.0,636.0,14375181.0,8692,3374,2.0,126.0,51000000.0,1987.0,631.0,4.2,1.85,754
335.0,87.0,0.0,563.0,13000.0,20999103.0,139114,24770,0.0,245.0,40000000.0,2009.0,11000.0,7.8,1.85,15000
86.0,103.0,65.0,311.0,11000.0,14448589.0,19364,12566,2.0,128.0,40000000.0,2002.0,944.0,5.8,2.35,835
40.0,99.0,0.0,402.0,782.0,14358033.0,17365,2125,2.0,66.0,40000000.0,1992.0,658.0,5.9,2.35,630
242.0,122.0,0.0,54.0,326.0,33201661.0,534262,809,0.0,1314.0,77000000.0,2001.0,326.0,8.4,2.35,39000
70.0,91.0,29.0,762.0,976.0,14018364.0,17722,3974,1.0,111.0,30000000.0,2004.0,799.0,4.8,1.85,849
135.0,103.0,14.0,624.0,865.0,13395939.0,43442,3639,4.0,146.0,60000000.0,2004.0,826.0,6.2,1.85,0
125.0,107.0,42.0,171.0,875.0,20113965.0,15231,1702,3.0,66.0,40000000.0,2012.0,596.0,6.5,2.35,0
54.0,106.0,22.0,613.0,2000.0,13376506.0,10413,4327,1.0,111.0,40000000.0,1999.0,642.0,6.3,1.85,579
104.0,101.0,37.0,595.0,2000.0,13208023.0,17309,4262,1.0,388.0,42000000.0,2002.0,886.0,3.3,2.35,612
157.0,109.0,80.0,835.0,14000.0,13838130.0,35990,20503,3.0,157.0,40000000.0,2009.0,4000.0,5.9,2.35,0
159.0,110.0,118.0,287.0,11000.0,5773519.0,28618,12876,2.0,91.0,40000000.0,2015.0,1000.0,6.0,2.35,11000
78.0,89.0,0.0,500.0,1000.0,9652000.0,46205,3096,0.0,147.0,40000000.0,2003.0,627.0,5.8,1.85,0
88.0,100.0,92.0,706.0,1000.0,12081447.0,7794,4103,2.0,25.0,,2008.0,760.0,6.5,2.35,866
32.0,119.0,5.0,249.0,521.0,7000000.0,2933,1883,0.0,70.0,36000000.0,1980.0,372.0,4.7,2.35,328
75.0,83.0,7.0,485.0,2000.0,10431220.0,24216,4024,0.0,162.0,24000000.0,1999.0,577.0,4.1,1.85,401
219.0,108.0,22.0,61.0,12000.0,10326062.0,121432,14127,0.0,310.0,33000000.0,2009.0,2000.0,6.8,2.35,10000
83.0,102.0,39.0,259.0,1000.0,6114237.0,19986,2664,4.0,207.0,40000000.0,2001.0,1000.0,6.2,1.85,892
53.0,93.0,18.0,443.0,3000.0,4835968.0,4821,4123,0.0,82.0,40000000.0,2002.0,545.0,4.5,2.35,158
61.0,84.0,8.0,219.0,545.0,4777007.0,15130,1149,3.0,98.0,40000000.0,2001.0,248.0,5.8,2.35,565
308.0,107.0,0.0,167.0,11000.0,3675072.0,190132,11623,0.0,801.0,26000000.0,2007.0,372.0,7.3,2.35,15000
70.0,91.0,48.0,39.0,61.0,18438149.0,30842,222,8.0,93.0,40000000.0,2012.0,46.0,5.9,2.35,0
41.0,94.0,0.0,379.0,795.0,511920.0,2458,2449,1.0,26.0,40000000.0,2008.0,754.0,4.4,1.85,211
224.0,115.0,180.0,87.0,1000.0,10640645.0,28429,1686,0.0,110.0,40000000.0,2015.0,535.0,5.8,2.35,0
66.0,93.0,13.0,173.0,15000.0,652526.0,20201,15638,3.0,187.0,40000000.0,2006.0,460.0,5.1,2.35,823
253.0,105.0,154.0,502.0,884.0,80050171.0,186982,2288,0.0,491.0,20000000.0,2007.0,617.0,6.9,1.85,0
79.0,107.0,34.0,472.0,11000.0,7564000.0,54650,13821,1.0,223.0,20000000.0,1995.0,922.0,6.2,2.35,12000
94.0,101.0,47.0,2.0,499.0,876671.0,22010,504,2.0,90.0,25000000.0,2007.0,3.0,6.9,2.35,0
77.0,111.0,0.0,385.0,1000.0,2869369.0,65474,2612,2.0,211.0,30000000.0,1994.0,970.0,7.3,1.85,0
106.0,113.0,31.0,483.0,5000.0,128978.0,22897,6267,2.0,61.0,40000000.0,2007.0,755.0,7.1,2.35,0
30.0,112.0,44.0,533.0,1000.0,77231.0,3322,2115,0.0,32.0,25000000.0,2005.0,580.0,6.0,2.35,265
488.0,126.0,584.0,398.0,11000.0,4563029.0,181472,12286,5.0,514.0,39200000.0,2013.0,557.0,7.0,1.85,58000
63.0,90.0,10.0,541.0,1000.0,,15790,3243,0.0,40.0,25000000.0,2011.0,559.0,6.8,1.85,0
42.0,93.0,23.0,596.0,2000.0,463730.0,3789,5240,10.0,39.0,,2004.0,894.0,5.7,1.85,89
118.0,98.0,295.0,380.0,720.0,50693162.0,136580,2630,0.0,545.0,23000000.0,1994.0,581.0,7.6,1.85,15000
44.0,159.0,50.0,72.0,218.0,6498000.0,62756,554,1.0,410.0,18026148.0,2015.0,133.0,8.4,1.85,21000
214.0,107.0,124.0,100.0,152.0,63411478.0,114925,568,1.0,234.0,39000000.0,2009.0,142.0,7.1,2.35,13000
110.0,102.0,36.0,433.0,747.0,42640890.0,32412,1930,1.0,184.0,,2007.0,452.0,5.6,1.85,0
187.0,106.0,357.0,4000.0,23000.0,144512310.0,272227,45327,2.0,988.0,38000000.0,2001.0,14000.0,6.7,2.35,14000
370.0,87.0,13000.0,787.0,940.0,35287788.0,73886,4774,0.0,165.0,39000000.0,2012.0,925.0,7.0,1.85,25000
276.0,119.0,0.0,279.0,2000.0,25335935.0,242599,2853,0.0,1594.0,40000000.0,2005.0,505.0,8.0,2.35,14000
76.0,110.0,534.0,511.0,865.0,5881504.0,5917,2972,2.0,50.0,39000000.0,2004.0,534.0,5.3,2.35,177
95.0,125.0,44.0,420.0,593.0,60000000.0,49934,2329,1.0,224.0,39000000.0,1983.0,542.0,4.9,2.35,0
211.0,113.0,88.0,785.0,22000.0,29802761.0,46480,36009,1.0,115.0,40000000.0,2013.0,13000.0,6.4,1.85,12000
160.0,150.0,610.0,478.0,755.0,626809.0,36894,2172,4.0,105.0,553632000.0,2008.0,643.0,7.4,2.35,0
97.0,108.0,72.0,559.0,982.0,127214072.0,83786,4251,1.0,392.0,38000000.0,2002.0,935.0,6.1,2.35,0
174.0,96.0,126.0,954.0,18000.0,88915214.0,163665,22436,2.0,169.0,38000000.0,2009.0,957.0,6.5,2.35,9000
23.0,93.0,36.0,275.0,592.0,30400000.0,17810,2176,2.0,73.0,39000000.0,1996.0,516.0,5.7,2.35,478
103.0,100.0,0.0,1000.0,12000.0,85570368.0,44885,18291,1.0,107.0,38000000.0,2002.0,2000.0,5.1,1.85,478
98.0,118.0,18.0,906.0,1000.0,75668868.0,60504,6427,0.0,249.0,35000000.0,1994.0,946.0,6.6,2.35,0
273.0,122.0,0.0,7.0,643.0,6594136.0,24557,943,1.0,111.0,38600000.0,2013.0,290.0,6.5,2.35,13000
279.0,120.0,508.0,1000.0,21000.0,58700247.0,95367,36062,1.0,260.0,38000000.0,2011.0,11000.0,6.9,2.35,33000
22.0,60.0,,501.0,23000.0,,38383,25160,4.0,86.0,,,967.0,7.8,1.33,0
4.0,88.0,0.0,46.0,76.0,,2169,196,0.0,18.0,40000000.0,2014.0,47.0,6.4,,0
65.0,146.0,278.0,494.0,18000.0,50668906.0,76016,20516,0.0,265.0,38000000.0,1999.0,584.0,7.6,1.85,0
98.0,115.0,150.0,789.0,970.0,39177215.0,30667,3770,1.0,234.0,38000000.0,2002.0,919.0,5.6,2.35,0
116.0,123.0,7.0,692.0,931.0,40334024.0,44168,2912,3.0,216.0,35000000.0,2001.0,754.0,6.2,2.35,989
76.0,94.0,99.0,377.0,598.0,71038190.0,23473,3552,1.0,123.0,30000000.0,2015.0,557.0,4.4,1.85,8000
106.0,102.0,43.0,280.0,308.0,24044532.0,19686,1440,0.0,180.0,38000000.0,2001.0,285.0,5.6,1.85,689
55.0,98.0,11.0,466.0,854.0,22770864.0,8433,2765,1.0,85.0,38000000.0,2001.0,543.0,5.5,1.85,168
172.0,133.0,2000.0,541.0,40000.0,18653746.0,137722,42344,1.0,638.0,38000000.0,1999.0,903.0,6.7,2.35,0
47.0,118.0,150.0,182.0,24000.0,17305211.0,14066,24547,0.0,75.0,38000000.0,1996.0,210.0,6.1,2.35,352
107.0,105.0,65.0,108.0,628.0,16991902.0,34592,1265,0.0,191.0,57000000.0,2001.0,316.0,6.2,2.35,0
323.0,109.0,304.0,736.0,940.0,47536959.0,86955,3277,0.0,275.0,10000000.0,2009.0,906.0,7.3,1.85,12000
37.0,129.0,0.0,982.0,12000.0,10300000.0,17859,16237,4.0,89.0,38000000.0,1996.0,1000.0,6.6,2.35,911
297.0,109.0,0.0,145.0,957.0,13782838.0,258078,1757,0.0,911.0,15000000.0,1982.0,163.0,8.2,2.35,23000
302.0,127.0,123.0,904.0,14000.0,41997790.0,125305,17551,0.0,343.0,38000000.0,2013.0,924.0,6.4,2.35,39000
38.0,118.0,11.0,12.0,37.0,6482195.0,9740,74,1.0,81.0,37000000.0,1997.0,12.0,6.4,2.35,389
31.0,110.0,49.0,427.0,1000.0,623374.0,4757,2120,2.0,67.0,38000000.0,2001.0,569.0,5.2,2.35,474
118.0,90.0,27.0,260.0,13000.0,7871693.0,52908,15494,0.0,102.0,55000000.0,2008.0,2000.0,6.5,2.35,0
546.0,144.0,0.0,15.0,378.0,16377274.0,105144,427,31.0,405.0,32000000.0,2012.0,18.0,7.1,1.85,27000
21.0,97.0,2.0,217.0,4000.0,,6691,4900,2.0,28.0,38000000.0,2007.0,476.0,4.8,1.85,366
86.0,130.0,39.0,534.0,2000.0,9589875.0,16673,5162,0.0,45.0,40000000.0,2008.0,898.0,7.3,2.35,0
194.0,112.0,5.0,724.0,17000.0,34912982.0,55617,19974,0.0,266.0,38000000.0,2016.0,1000.0,5.2,2.35,14000
437.0,133.0,0.0,531.0,13000.0,109712885.0,146708,15106,1.0,362.0,35000000.0,2015.0,597.0,7.7,2.35,70000
378.0,150.0,0.0,206.0,10000.0,92173235.0,280228,14296,7.0,420.0,37000000.0,2010.0,4000.0,7.6,2.35,29000
170.0,110.0,52.0,651.0,10000.0,41102171.0,57266,13396,12.0,89.0,40000000.0,2012.0,2000.0,5.7,2.35,14000
341.0,96.0,1000.0,681.0,24000.0,60338891.0,248468,36093,0.0,545.0,37000000.0,2008.0,11000.0,7.0,1.85,0
139.0,96.0,3.0,35.0,18000.0,48006503.0,28109,18178,3.0,110.0,37000000.0,2008.0,82.0,6.0,2.35,0
393.0,123.0,2000.0,471.0,26000.0,26903709.0,312629,37206,0.0,475.0,38000000.0,2013.0,10000.0,8.1,2.35,83000
224.0,188.0,0.0,272.0,786.0,22450975.0,241030,1906,1.0,1437.0,37000000.0,1999.0,625.0,8.0,2.35,13000
203.0,107.0,0.0,574.0,13000.0,44867349.0,75347,14483,2.0,176.0,37000000.0,2010.0,642.0,5.6,2.35,0
148.0,110.0,11.0,591.0,2000.0,46813366.0,39440,4882,4.0,83.0,38000000.0,2016.0,756.0,6.1,2.35,15000
131.0,113.0,188.0,631.0,11000.0,72279690.0,17948,14209,5.0,86.0,37000000.0,2011.0,680.0,6.9,1.85,0
350.0,122.0,308.0,10000.0,17000.0,191449475.0,348007,44060,1.0,1535.0,37000000.0,2008.0,12000.0,5.2,2.35,19000
129.0,116.0,415.0,644.0,18000.0,71026631.0,98899,20970,1.0,394.0,36000000.0,2002.0,669.0,7.0,1.85,0
40.0,93.0,10.0,405.0,789.0,68208190.0,60572,2986,1.0,144.0,65000000.0,1999.0,744.0,6.3,1.85,0
289.0,118.0,43.0,651.0,740.0,150368971.0,316671,3425,4.0,301.0,37000000.0,2013.0,707.0,7.0,2.35,35000
14.0,115.0,35.0,30.0,463.0,,4387,599,0.0,21.0,29500000.0,2009.0,35.0,5.3,,240
72.0,93.0,84.0,263.0,551.0,50129186.0,38399,1874,0.0,218.0,36000000.0,1997.0,284.0,6.9,2.35,0
89.0,121.0,883.0,133.0,180.0,55500000.0,48636,762,3.0,214.0,36000000.0,1983.0,172.0,6.2,2.35,0
265.0,101.0,38.0,318.0,496.0,50213619.0,139184,1272,8.0,243.0,36000000.0,2010.0,390.0,6.4,1.85,12000
54.0,107.0,188.0,631.0,11000.0,42019483.0,6069,13904,0.0,33.0,36000000.0,2014.0,641.0,6.4,1.85,0
126.0,124.0,287.0,475.0,9000.0,23360779.0,31113,10838,0.0,212.0,34000000.0,2000.0,1000.0,5.7,2.35,852
110.0,109.0,473.0,582.0,14000.0,26183197.0,38348,16611,0.0,135.0,36000000.0,2003.0,919.0,6.1,2.35,0
138.0,105.0,488.0,13000.0,15000.0,20991497.0,39778,44037,1.0,172.0,37000000.0,2015.0,14000.0,5.4,1.85,11000
31.0,130.0,0.0,723.0,2000.0,13052741.0,8531,3968,0.0,57.0,36000000.0,1996.0,912.0,6.7,1.85,591
95.0,127.0,96.0,577.0,746.0,14378353.0,12375,2393,1.0,194.0,36000000.0,1999.0,602.0,6.8,2.35,846
267.0,114.0,101.0,2000.0,12000.0,33037754.0,75864,19904,1.0,197.0,37000000.0,2011.0,3000.0,6.0,2.35,23000
175.0,106.0,487.0,263.0,685.0,12339633.0,220591,1942,2.0,641.0,36000000.0,1997.0,485.0,7.8,2.35,17000
63.0,95.0,31.0,450.0,944.0,2954405.0,1977,2928,0.0,64.0,36000000.0,2000.0,886.0,5.3,1.85,133
85.0,81.0,16.0,387.0,541.0,30105968.0,8860,2268,0.0,45.0,37000000.0,2008.0,521.0,4.5,2.35,279
44.0,95.0,0.0,642.0,1000.0,37788228.0,15046,4537,1.0,80.0,35200000.0,2003.0,812.0,5.4,1.85,638
334.0,108.0,480.0,706.0,14000.0,277313371.0,583341,17623,3.0,626.0,35000000.0,2009.0,839.0,7.8,2.35,24000
78.0,105.0,25.0,51.0,461.0,2126511.0,21912,615,0.0,45.0,36000000.0,2015.0,79.0,7.2,2.35,12000
199.0,95.0,116.0,481.0,45000.0,205399422.0,181225,47203,1.0,784.0,33000000.0,1999.0,645.0,6.6,2.35,0
186.0,126.0,13000.0,488.0,920.0,251188924.0,269033,2725,0.0,817.0,35000000.0,1989.0,549.0,7.6,1.85,12000
77.0,102.0,596.0,785.0,877.0,1068392.0,3865,3497,0.0,53.0,36000000.0,2011.0,794.0,5.9,2.35,2000
68.0,121.0,503.0,94.0,808.0,144731527.0,128010,1446,2.0,136.0,35000000.0,1992.0,277.0,6.7,2.35,0
261.0,129.0,102.0,624.0,768.0,255950375.0,223127,3389,0.0,420.0,29000000.0,2009.0,734.0,7.7,1.85,38000
5.0,43.0,,452.0,778.0,,2185,2255,2.0,30.0,,,618.0,5.8,16.0,0
122.0,88.0,0.0,640.0,2000.0,112692062.0,84325,4499,0.0,205.0,35000000.0,2001.0,843.0,5.4,1.85,0
340.0,106.0,91.0,64.0,18000.0,117528646.0,353442,18669,5.0,387.0,35000000.0,2011.0,464.0,6.9,2.35,31000
493.0,110.0,1000.0,538.0,13000.0,171031347.0,240962,25964,0.0,724.0,38000000.0,2010.0,12000.0,7.7,2.35,36000
208.0,109.0,64.0,505.0,11000.0,124732962.0,286178,23923,0.0,631.0,35000000.0,2006.0,11000.0,6.8,2.35,0
134.0,143.0,338.0,643.0,12000.0,82300000.0,63330,16007,2.0,405.0,35000000.0,1979.0,664.0,6.4,2.35,0
275.0,120.0,91.0,680.0,4000.0,134455175.0,97664,5826,2.0,232.0,35000000.0,2013.0,904.0,5.7,2.35,17000
120.0,128.0,17000.0,387.0,22000.0,79100000.0,127503,24006,0.0,261.0,35000000.0,1991.0,1000.0,7.3,2.35,0
144.0,123.0,126.0,1000.0,18000.0,81159365.0,191470,25661,2.0,278.0,35000000.0,2008.0,5000.0,6.8,2.35,0
332.0,129.0,0.0,213.0,492.0,110008260.0,94241,1450,1.0,309.0,35000000.0,2015.0,392.0,6.3,2.35,25000
104.0,105.0,8.0,278.0,1000.0,67962333.0,33887,2689,2.0,160.0,35000000.0,2005.0,358.0,5.9,1.85,919
116.0,162.0,333.0,362.0,14000.0,78651430.0,142067,15912,0.0,457.0,27000000.0,1996.0,1000.0,7.4,1.85,0
177.0,138.0,161.0,210.0,18000.0,64604977.0,414219,19129,2.0,625.0,35000000.0,1997.0,398.0,8.3,2.35,11000
127.0,100.0,31.0,591.0,947.0,63939454.0,61321,2968,3.0,217.0,35000000.0,2005.0,742.0,6.2,2.35,0
83.0,90.0,0.0,945.0,19000.0,63826569.0,32416,23504,0.0,138.0,35000000.0,1997.0,957.0,6.3,1.85,0
97.0,108.0,79.0,25.0,900.0,60054449.0,61018,1715,0.0,140.0,35000000.0,1995.0,759.0,5.8,2.35,0
256.0,101.0,0.0,574.0,40000.0,26505000.0,149285,42918,1.0,668.0,1800000.0,1984.0,852.0,7.5,1.85,10000
225.0,109.0,763.0,311.0,812.0,61280963.0,79877,2474,1.0,677.0,33000000.0,2000.0,551.0,6.3,2.35,0
83.0,132.0,130.0,80.0,29000.0,56876365.0,125219,29265,1.0,244.0,35000000.0,1998.0,130.0,6.4,1.85,0
160.0,123.0,130.0,426.0,826.0,59699513.0,20827,2259,0.0,136.0,35000000.0,2010.0,638.0,7.2,2.35,0
191.0,87.0,14.0,691.0,11000.0,54132596.0,53786,16571,0.0,211.0,34000000.0,2007.0,4000.0,6.3,2.35,0
74.0,109.0,19.0,568.0,1000.0,52277485.0,32370,4231,1.0,196.0,35000000.0,2003.0,762.0,6.9,1.85,0
238.0,109.0,87.0,923.0,15000.0,55802754.0,270228,20956,2.0,194.0,35000000.0,2011.0,3000.0,6.6,2.35,41000
177.0,92.0,89.0,190.0,17000.0,55291815.0,28041,17860,0.0,111.0,35000000.0,2016.0,329.0,6.0,2.35,0
405.0,125.0,102.0,825.0,15000.0,83299761.0,117719,19809,2.0,306.0,35000000.0,2013.0,2000.0,7.5,2.35,39000
61.0,202.0,0.0,318.0,18000.0,48169908.0,63923,20143,0.0,156.0,33000000.0,1992.0,848.0,7.7,1.85,0
285.0,134.0,0.0,120.0,529.0,67523385.0,104005,1050,2.0,248.0,35000000.0,2012.0,130.0,6.2,2.35,18000
124.0,88.0,12.0,931.0,49000.0,49474048.0,31191,53370,2.0,120.0,35000000.0,2009.0,1000.0,5.4,1.85,0
164.0,92.0,148.0,227.0,978.0,45802315.0,119974,2184,1.0,169.0,35000000.0,2009.0,593.0,6.6,2.35,0
120.0,91.0,42.0,766.0,49000.0,43792641.0,32157,52566,3.0,119.0,35000000.0,2007.0,838.0,5.3,2.35,913
90.0,75.0,221.0,553.0,11000.0,57651794.0,40651,13125,2.0,209.0,33000000.0,2006.0,970.0,5.6,1.85,0
120.0,98.0,30.0,664.0,944.0,43894863.0,25883,4879,2.0,262.0,30000000.0,2005.0,940.0,5.9,2.35,0
117.0,147.0,179.0,646.0,40000.0,41954997.0,225122,56014,2.0,234.0,35000000.0,1997.0,14000.0,7.8,2.35,0
226.0,100.0,545.0,766.0,14000.0,39532308.0,198701,17902,0.0,1138.0,33000000.0,2002.0,2000.0,6.7,1.85,0
223.0,120.0,365.0,723.0,887.0,76600000.0,105446,3876,0.0,321.0,10700000.0,1982.0,770.0,7.4,2.35,11000
193.0,104.0,1000.0,939.0,24000.0,39692139.0,84131,41701,1.0,400.0,35000000.0,2004.0,15000.0,6.2,1.85,0
228.0,103.0,212.0,248.0,15000.0,40687294.0,107772,16249,1.0,398.0,35000000.0,2008.0,552.0,5.4,2.35,0
360.0,109.0,487.0,3000.0,20000.0,37553932.0,304318,34011,2.0,463.0,40000000.0,2011.0,10000.0,6.7,2.35,52000
148.0,104.0,16.0,584.0,1000.0,37481242.0,40654,3356,0.0,97.0,35000000.0,2010.0,700.0,5.3,2.35,0
128.0,112.0,42.0,196.0,969.0,39026186.0,48019,2371,4.0,153.0,35000000.0,2011.0,826.0,5.9,1.85,13000
3.0,60.0,,628.0,897.0,,1641,3438,4.0,11.0,,,637.0,7.0,,265
46.0,95.0,19.0,447.0,1000.0,33422806.0,30771,2643,1.0,164.0,50000000.0,2001.0,691.0,4.8,2.35,0
40.0,102.0,23.0,57.0,288.0,,16323,677,1.0,91.0,,1976.0,257.0,7.3,1.85,0
63.0,102.0,133.0,690.0,2000.0,33423521.0,53115,5443,1.0,282.0,35000000.0,1994.0,1000.0,3.8,2.35,0
193.0,150.0,2000.0,95.0,396.0,32519322.0,497946,1075,0.0,761.0,35000000.0,2002.0,338.0,8.5,1.85,21000
208.0,122.0,117.0,140.0,40000.0,31598308.0,124765,41636,1.0,541.0,35000000.0,2001.0,1000.0,6.8,2.35,0
122.0,101.0,308.0,206.0,446.0,37617947.0,8143,966,0.0,203.0,30000000.0,2006.0,224.0,6.8,2.35,0
228.0,108.0,174.0,324.0,730.0,32048809.0,94456,2178,0.0,576.0,30000000.0,2005.0,716.0,5.3,1.85,0
212.0,98.0,0.0,23.0,20000.0,33987757.0,168314,28027,2.0,903.0,27000000.0,2004.0,8000.0,7.3,1.85,12000
392.0,137.0,16000.0,363.0,29000.0,37304950.0,102728,36258,0.0,279.0,35000000.0,2011.0,6000.0,6.6,2.35,16000
208.0,112.0,192.0,844.0,1000.0,30691439.0,86205,3185,0.0,232.0,35000000.0,2008.0,915.0,6.2,2.35,5000
137.0,101.0,48.0,531.0,775.0,30307804.0,43991,3001,2.0,695.0,35000000.0,2002.0,541.0,5.2,2.35,0
119.0,103.0,81.0,636.0,2000.0,30669413.0,105478,4722,0.0,291.0,35000000.0,1990.0,683.0,6.2,1.37,0
195.0,101.0,40.0,398.0,2000.0,28687835.0,40964,3612,1.0,245.0,35000000.0,2008.0,648.0,6.2,2.35,0
95.0,112.0,37.0,480.0,3000.0,26494611.0,48621,5709,0.0,239.0,35000000.0,1999.0,874.0,6.6,2.35,0
100.0,111.0,24.0,455.0,591.0,,38017,2603,1.0,247.0,20000000.0,1980.0,488.0,6.4,2.35,12000
164.0,102.0,0.0,769.0,939.0,25266129.0,54346,3592,5.0,358.0,35000000.0,2004.0,854.0,6.2,2.35,0
211.0,101.0,357.0,374.0,907.0,25863915.0,28257,2471,0.0,151.0,35000000.0,2012.0,445.0,5.1,2.35,11000
91.0,155.0,16000.0,229.0,18000.0,25078937.0,31751,19689,2.0,216.0,30000000.0,1997.0,461.0,6.6,1.85,0
44.0,93.0,8.0,558.0,22000.0,,16193,24154,1.0,57.0,19000000.0,2015.0,1000.0,6.1,2.35,0
97.0,109.0,24.0,167.0,287.0,28995450.0,19230,855,5.0,59.0,35000000.0,2010.0,175.0,6.1,2.35,0
32.0,140.0,0.0,210.0,436.0,24276500.0,17124,1394,2.0,68.0,35000000.0,1992.0,263.0,6.6,2.35,949
270.0,108.0,251.0,296.0,826.0,20981633.0,78256,2351,0.0,492.0,30000000.0,2008.0,716.0,5.9,2.35,0
89.0,96.0,13.0,973.0,11000.0,22913677.0,47800,17292,1.0,244.0,35000000.0,2004.0,1000.0,6.3,1.85,0
219.0,123.0,15.0,745.0,10000.0,34531832.0,44788,13371,0.0,138.0,35000000.0,2015.0,979.0,7.1,2.35,23000
180.0,106.0,309.0,63.0,327.0,28064226.0,65044,561,1.0,173.0,35000000.0,2011.0,73.0,5.0,2.35,13000
93.0,76.0,2.0,72.0,1000.0,19447478.0,15788,1908,0.0,80.0,35000000.0,2005.0,766.0,5.6,1.85,538
173.0,107.0,161.0,549.0,21000.0,19389454.0,54643,22974,5.0,335.0,55000000.0,2000.0,826.0,7.4,2.35,0
121.0,82.0,82.0,418.0,1000.0,25871834.0,52052,3266,6.0,173.0,35000000.0,2008.0,642.0,4.5,1.85,0
298.0,109.0,90.0,344.0,1000.0,19692608.0,63548,2073,3.0,134.0,35000000.0,2013.0,412.0,6.2,2.35,0
158.0,99.0,0.0,520.0,1000.0,19294901.0,26126,2535,0.0,325.0,35000000.0,2005.0,573.0,5.0,2.35,0
248.0,91.0,192.0,346.0,23000.0,20275446.0,95274,24669,0.0,178.0,35000000.0,2012.0,1000.0,6.5,2.35,20000
155.0,87.0,98.0,253.0,472.0,34507079.0,34948,1679,2.0,118.0,35000000.0,2015.0,328.0,5.1,2.35,0
105.0,125.0,159.0,39.0,3000.0,18306166.0,28130,3142,2.0,215.0,35000000.0,2002.0,61.0,6.5,2.35,0
224.0,118.0,138.0,458.0,26000.0,17609982.0,90046,28479,0.0,141.0,35000000.0,2013.0,968.0,6.2,2.35,17000
129.0,98.0,12.0,663.0,4000.0,16831505.0,51842,9330,1.0,173.0,31000000.0,2004.0,4000.0,6.3,2.35,0
101.0,92.0,16.0,734.0,3000.0,17596256.0,12399,6327,1.0,84.0,35000000.0,2010.0,1000.0,3.8,1.85,0
145.0,93.0,0.0,174.0,465.0,,11482,1361,1.0,82.0,30000000.0,2012.0,351.0,5.2,1.85,0
57.0,116.0,170.0,136.0,14000.0,,23351,14744,1.0,178.0,27000000.0,1983.0,192.0,6.0,2.35,0
227.0,92.0,0.0,10000.0,11000.0,14998070.0,41170,32875,3.0,298.0,35000000.0,2007.0,10000.0,6.2,2.35,0
13.0,115.0,468.0,150.0,605.0,14587732.0,4795,1290,3.0,39.0,35000000.0,1991.0,367.0,5.7,2.35,452
171.0,120.0,52.0,134.0,553.0,18317151.0,55630,1082,1.0,200.0,35000000.0,2007.0,214.0,6.7,2.35,0
119.0,111.0,529.0,505.0,18000.0,11405825.0,28542,19805,3.0,208.0,35000000.0,2001.0,826.0,6.8,2.35,0
